,Sentence,scores,compound,pos,neg,type
127,"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
128,"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.","{'neg': 0.085, 'neu': 0.512, 'pos': 0.404, 'compound': 0.8443}",0.8443,0.404,0.085,POS
129,The adjustment measures will be carried out in phases to secure the delivery capability .,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}",0.34,0.156,0.0,POS
130,"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
131,"Temporary lay-offs , affecting the entire workforce , will also be implemented .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
132,"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
133,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
134,"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
135,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.4404}",0.4404,0.081,0.0,POS
136,$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.843}",0.843,0.348,0.0,POS
137,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .","{'neg': 0.056, 'neu': 0.874, 'pos': 0.07, 'compound': 0.1531}",0.1531,0.07,0.056,POS
138,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
139,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4767}",0.4767,0.205,0.0,POS
140,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
141,"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}",0.296,0.155,0.0,POS
142,The plant is expected to enter commercial operation by mid-2009 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
143,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}",0.3818,0.191,0.0,POS
144,BG Group appoints new CEO one month early,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
145,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5574}",0.5574,0.231,0.0,POS
146,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.3612}",0.3612,0.123,0.0,POS
147,RT @bman1 $LNG looks primed also $EGHT poised to run too...,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.25}",0.25,0.167,0.0,POS
148,It is also 7.7 pct above the 12-month volume weighted average price of the stock .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
149,Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",0.2023,0.114,0.0,POS
150,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,0.182,0.0,POS
151,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4019}",0.4019,0.101,0.0,POS
152,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
153,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .","{'neg': 0.102, 'neu': 0.8, 'pos': 0.098, 'compound': -0.0258}",-0.0258,0.098,0.102,NEG
154,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
155,$VMW  Got a nice push today following small sweepers of May C this morning,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.4215,0.203,0.0,POS
156,That topped consensus forecasts for earnings of 0.21 euros a share .,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",0.296,0.196,0.0,POS
157,R&D Loan ) .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
158,"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
159,"You need to be ready when the window opens up , Rosberg said .","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,0.185,0.0,POS
160,"More than 50,000 tonnes of asphalt mix will be used in the contract .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
161,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3818}",-0.3818,0.0,0.133,NEG
162,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.4404,0.127,0.0,POS
163,"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
164,"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.126,NEG
165,Nordea was the cheapest also for a couple in their 30s with debt .,"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.3612}",-0.3612,0.0,0.185,NEG
166,"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
167,"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
168,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}",0.2732,0.13,0.0,POS
169,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .","{'neg': 0.087, 'neu': 0.813, 'pos': 0.1, 'compound': -0.1513}",-0.1513,0.1,0.087,NEG
170,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,0.111,0.0,POS
171,The solution will now be expanded to include all ground staff tasks .,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",0.3182,0.173,0.0,POS
172,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .","{'neg': 0.104, 'neu': 0.766, 'pos': 0.131, 'compound': 0.1531}",0.1531,0.131,0.104,POS
173,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
174,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
175,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.161,NEG
176,CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.5719,0.252,0.0,POS
177,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,0.126,0.0,POS
178,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
179,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
180,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
181,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.7506}",0.7506,0.252,0.0,POS
182,The company expects its net sales for the whole 2009 to be at previous year levels .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
183,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
184,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}",0.2732,0.13,0.0,POS
185,"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .","{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.0,0.089,NEG
186,"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4588}",0.4588,0.176,0.0,POS
187,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.6369}",0.6369,0.136,0.0,POS
188,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4404}",0.4404,0.1,0.0,POS
189,The main strength of the cooperation project lies in merging the know-how of two large companies .,"{'neg': 0.14, 'neu': 0.7, 'pos': 0.16, 'compound': 0.1027}",0.1027,0.16,0.14,POS
190,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
191,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.4939}",0.4939,0.096,0.0,POS
192,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
193,The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
194,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
195,Full-year operating result for 2008 was 3.6 million negative .,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.5719}",-0.5719,0.0,0.316,NEG
196,$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,"{'neg': 0.173, 'neu': 0.577, 'pos': 0.25, 'compound': 0.3818}",0.3818,0.25,0.173,POS
197,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
198,"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .","{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.34}",-0.34,0.0,0.062,NEG
199,We offer our customers solutions based on renewable raw materials .,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.1779}",0.1779,0.159,0.0,POS
200,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,"{'neg': 0.252, 'neu': 0.664, 'pos': 0.084, 'compound': -0.5859}",-0.5859,0.084,0.252,NEG
201,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '","{'neg': 0.099, 'neu': 0.854, 'pos': 0.047, 'compound': -0.4391}",-0.4391,0.047,0.099,NEG
202,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6124}",0.6124,0.278,0.0,POS
203,We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.3818}",0.3818,0.069,0.0,POS
204,"The Company serves approximately 3,000 customers in over 100 countries .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
205,RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.0,0.195,NEG
206,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,0.195,0.0,POS
207,"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.4754}",0.4754,0.14,0.0,POS
208,HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.6369}",0.6369,0.193,0.0,POS
209,Just went long $ILMN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
210,`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.4588}",0.4588,0.174,0.0,POS
211,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.34}",0.34,0.088,0.0,POS
212,Johnson Matthey share price slumps as company posts full-year results,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",0.296,0.196,0.0,POS
213,There have not been previous share subscriptions with 2004 stock options .,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.2235}",-0.2235,0.0,0.159,NEG
214,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2415}",0.2415,0.123,0.0,POS
215,"The closing of the transaction is scheduled to take place on January 10 , 2008 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
216,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
217,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4404}",0.4404,0.116,0.0,POS
218,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.115,NEG
